,City,Cloudiness,Country,Date,Humidity,Latitude,Max Temp,Wind Speed
450,dondo,0,tn,1527651041,78,-19.62,64.92,4.16
451,rongai,32,mx,1527651041,93,-0.17,51.51,2.59
452,codrington,0,ru,1527650496,78,-28.95,69.69,5.73
453,nibbar,20,fo,1527649200,87,36.29,59.0,2.15
454,agua verde,40,nz,1527648300,74,22.89,82.4,2.24
455,klaksvik,0,jp,1527648600,87,62.23,46.4,10.29
456,christchurch,0,jp,1527649200,75,-43.53,46.4,2.24
457,ohara,75,ru,1527645600,83,35.12,69.8,8.05
458,shimoda,75,pg,1527645600,83,34.7,71.6,6.93
459,kharp,92,ls,1527651043,100,66.82,29.55,4.61
460,kiunga,88,mg,1527651043,86,-6.12,78.78,2.93
461,thaba-tseka,12,id,1527651043,77,-29.52,16.68,2.04
462,waingapu,8,ke,1527651044,60,-9.65,85.08,8.63
463,kitale,20,pl,1527651044,80,1.02,50.16,2.15
464,bydgoszcz,0,ru,1527649200,67,53.12,60.8,4.7
465,kurumkan,0,ru,1527651044,58,54.33,65.82,2.04
466,sindor,92,in,1527651045,100,62.87,43.05,11.21
467,nagapattinam,8,us,1527650851,57,10.76,88.23,13.22
468,rock springs,20,id,1527648840,81,41.59,51.8,5.82
469,pamanukan,0,br,1527651045,100,-6.28,82.74,2.37
470,pontes e lacerda,8,pt,1527651046,90,-15.23,67.62,1.92
471,peniche,40,pt,1527649200,87,39.36,59.0,4.7
472,praia da vitoria,75,tz,1527649200,77,38.73,62.6,17.25
473,ngerengere,0,mg,1527651046,84,-6.76,68.25,3.71
474,vangaindrano,32,pe,1527651046,95,-23.35,60.15,4.05
475,requena,40,py,1527649200,82,39.49,62.6,3.36
476,ybycui,8,nc,1527651047,46,-26.02,74.82,7.52
477,vao,0,pf,1527650724,49,59.1,64.2,9.98
478,faanui,0,ne,1527651047,100,-16.48,81.93,13.0
479,goure,0,br,1527651047,60,13.98,80.04,9.08
480,vila velha,0,cl,1527649200,83,-3.71,78.8,3.36
481,tocopilla,24,au,1527651048,100,-22.09,56.82,4.5
482,kiama,75,br,1527645600,54,-34.67,57.2,10.29
483,gaspar,0,pg,1527649200,88,-26.93,69.8,6.93
484,morehead,1,ru,1527648780,78,38.18,73.4,4.7
485,verkhoturye,12,ru,1527651049,73,58.86,45.93,4.05
486,dzheguta,20,ru,1527651049,81,43.97,46.29,1.7
487,petropavlovsk-kamchatskiy,0,sj,1527649200,32,53.05,66.2,13.42
488,lubao,75,cd,1527645600,55,14.94,91.4,9.17
489,vila franca do campo,75,pt,1527649200,88,37.72,64.4,13.87
490,robertsport,68,lr,1527651050,100,6.75,79.68,2.71
491,port-gentil,76,ga,1527650969,100,-0.72,77.7,9.08
492,rudnaya pristan,68,ru,1527651050,83,44.36,61.14,3.94
493,guadalupe y calvo,0,mx,1527651050,40,26.09,65.73,2.04
494,camapua,48,br,1527651051,61,-19.53,67.98,8.75
495,danane,92,ci,1527651051,96,7.26,72.48,5.39
496,lac du bonnet,80,ca,1527650875,95,50.25,66.63,9.08
497,beringovskiy,92,ru,1527649749,95,63.05,33.69,12.1
498,athabasca,88,ca,1527651051,28,54.72,60.42,3.04
499,kuryk,48,kz,1527651052,52,43.18,58.98,13.78
