,City,Cloudiness,Country,Date,Humidity,Latitude,Max Temp,Wind Speed
448,gresham,1,vg,1527648780,42,45.51,62.6,9.17
449,rio gallegos,20,re,1527649200,80,-51.62,30.2,12.75
450,katiola,48,es,1527652053,85,8.14,74.64,7.74
451,marsassoum,0,af,1527649200,88,12.83,73.4,2.24
452,cardston,75,us,1527650760,67,49.2,59.0,6.93
453,two rivers,1,ru,1527648960,77,44.15,69.8,3.36
454,agadir,0,ru,1527651000,77,30.42,60.8,2.24
455,mitzic,88,ca,1527652054,97,0.78,71.58,2.37
456,kawalu,20,au,1527652054,68,-7.38,77.61,2.71
457,ostrovnoy,88,ru,1527652054,99,68.05,34.59,14.45
458,dekar,0,mg,1527652054,63,-21.53,46.02,2.71
459,henties bay,32,ug,1527652054,100,-22.12,55.56,2.59
460,mafeteng,0,ru,1527652055,78,-29.82,25.86,2.71
461,road town,92,us,1527651978,100,18.42,79.32,18.81
462,saint-joseph,0,na,1527651000,82,43.56,69.8,3.36
463,betanzos,40,au,1527651000,87,43.28,57.2,4.7
464,zaranj,0,gl,1527649200,17,30.95,80.6,38.03
465,kodiak,20,br,1527648780,73,39.95,73.4,9.64
466,novyy urgal,36,br,1527652056,59,51.07,72.93,9.64
467,irbeyskoye,0,pg,1527652056,67,55.64,61.41,7.96
468,vanderhoof,48,ae,1527651992,42,54.02,49.89,3.15
469,roma,0,ga,1527650400,77,41.89,71.6,2.24
470,izhma,68,id,1527652057,75,65.01,43.95,3.49
471,arua,56,vn,1527652057,94,3.02,63.66,2.59
472,patillas,40,mg,1527648960,88,18.01,78.8,10.29
473,tsumeb,0,sj,1527652058,68,-19.25,49.98,2.71
474,mount isa,40,mg,1527651000,23,-20.73,82.4,18.34
475,nanortalik,88,na,1527652058,92,60.14,34.86,23.62
476,vilhena,0,gl,1527652058,89,-12.74,67.08,0.36
477,ladario,92,so,1527652058,100,40.7,52.5,2.71
478,kerema,92,tr,1527652059,96,-7.96,75.27,2.48
479,dubai,0,kz,1527649200,43,25.27,89.6,3.36
480,tsogni,88,ly,1527652059,100,-2.79,76.08,6.62
481,opuwo,0,ru,1527652060,77,-18.06,44.4,2.15
482,paamiut,92,cn,1527652060,93,61.99,37.02,40.18
483,hargeysa,24,no,1527652060,55,9.56,70.86,13.67
484,idil,40,ws,1527649200,43,37.34,73.4,9.17
485,zyryanovsk,20,mg,1527652061,68,49.74,59.34,2.71
486,yangjiang,36,ir,1527652061,98,21.85,85.98,9.75
487,berlevag,75,ru,1527648600,93,70.86,39.2,10.29
488,lufilufi,75,kw,1527649200,78,-13.87,82.4,2.24
489,ardakan,75,ru,1527649200,22,32.31,77.0,4.7
490,bayan,0,in,1527652062,51,47.25,70.68,4.5
491,chandil,75,pa,1527649200,79,22.96,87.8,2.24
492,la palma,92,nc,1527652063,100,5.36,65.82,2.15
493,koumac,68,ru,1527652064,68,-20.56,75.36,6.06
494,ust-tsilma,92,ru,1527652064,86,65.44,42.15,4.72
495,yar-sale,88,ua,1527652024,100,66.83,29.01,14.0
496,rokytne,8,id,1527652064,45,51.27,65.37,6.73
497,la ronge,20,ca,1527649200,33,55.1,62.6,9.17
498,nara,75,ml,1527649200,83,34.68,71.6,4.7
499,umm lajj,0,sa,1527652065,83,25.02,75.72,8.08
